match,bowlingTeam,bowlerName,bowlerNameUrl,overs,maidens,runs,wickets,economy,0s,4s,6s,wd,nb
Australia Vs New Zealand,New Zealand,Trent Boult,https://www.espncricinfo.com/cricketers/trent-boult-277912,4,0,24,2,6.00,13,2,1,1,0
Australia Vs New Zealand,New Zealand,Tim Southee,https://www.espncricinfo.com/cricketers/tim-southee-232364,2.1,0,6,3,2.76,10,1,0,0,0
Australia Vs New Zealand,New Zealand,Mitchell Santner,https://www.espncricinfo.com/cricketers/mitchell-santner-502714,4,0,31,3,7.75,10,2,2,0,0
Australia Vs New Zealand,New Zealand,Lockie Ferguson,https://www.espncricinfo.com/cricketers/lockie-ferguson-493773,3,0,20,1,6.66,9,2,1,0,0
Australia Vs New Zealand,New Zealand,Ish Sodhi,https://www.espncricinfo.com/cricketers/ish-sodhi-559066,4,0,29,1,7.25,8,2,1,1,0
Scotland Vs Zimbabwe,Scotland,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,4,1,14,2,3.50,14,1,0,0,0
Scotland Vs Zimbabwe,Scotland,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,4,0,28,2,7.00,12,4,0,1,1
Scotland Vs Zimbabwe,Scotland,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,4,0,34,1,8.50,9,5,0,0,2
Scotland Vs Zimbabwe,Scotland,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,3,0,19,0,6.33,4,1,0,0,0
Scotland Vs Zimbabwe,Scotland,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,4,0,20,1,5.00,10,0,0,2,0
Scotland Vs Zimbabwe,Scotland,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,1,0,7,0,7.00,1,0,0,0,0
Scotland Vs Zimbabwe,Zimbabwe,Brad Wheal,https://www.espncricinfo.com/cricketers/brad-wheal-807535,4,0,26,1,6.50,12,4,0,0,0
Scotland Vs Zimbabwe,Zimbabwe,Josh Davey,https://www.espncricinfo.com/cricketers/josh-davey-407265,3,0,16,2,5.33,8,1,0,0,1
Scotland Vs Zimbabwe,Zimbabwe,Safyaan Sharif,https://www.espncricinfo.com/cricketers/safyaan-sharif-414970,2.3,0,23,0,9.20,4,3,0,0,1
Scotland Vs Zimbabwe,Zimbabwe,Mark Watt,https://www.espncricinfo.com/cricketers/mark-watt-659081,4,0,19,1,4.75,9,1,0,0,0
Scotland Vs Zimbabwe,Zimbabwe,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,4,0,36,1,9.00,4,2,1,0,0
Scotland Vs Zimbabwe,Zimbabwe,Calum MacLeod,https://www.espncricinfo.com/cricketers/calum-macleod-232435,1,0,11,0,11.00,0,0,1,0,0
Ireland Vs West Indies,Ireland,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,4,0,31,0,7.75,8,1,2,1,0
Ireland Vs West Indies,Ireland,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,4,0,26,0,6.50,12,1,1,4,0
Ireland Vs West Indies,Ireland,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,4,0,33,1,8.25,9,3,1,1,0
Ireland Vs West Indies,Ireland,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,2,0,28,0,14.00,2,4,1,0,0
Ireland Vs West Indies,Ireland,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,2,0,11,1,5.50,4,1,0,0,0
Ireland Vs West Indies,Ireland,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,4,0,16,3,4.00,12,1,0,1,0
Ireland Vs West Indies,West Indies,Obed McCoy,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,3.3,0,27,0,7.71,11,2,2,0,0
Ireland Vs West Indies,West Indies,Akeal Hosein,https://www.espncricinfo.com/cricketers/akeal-hosein-530812,4,0,38,1,9.50,5,2,2,0,0
Ireland Vs West Indies,West Indies,Alzarri Joseph,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,4,0,39,0,9.75,9,3,2,1,0
Ireland Vs West Indies,West Indies,Odean Smith,https://www.espncricinfo.com/cricketers/odean-smith-820691,2,0,23,0,11.50,4,3,1,0,1
Ireland Vs West Indies,West Indies,Jason Holder,https://www.espncricinfo.com/cricketers/jason-holder-391485,4,0,23,0,5.75,7,1,0,0,0
Namibia Vs U.A.E.,Namibia,Ruben Trumpelmann,https://www.espncricinfo.com/cricketers/ruben-trumpelmann-698317,4,0,22,0,5.50,10,0,0,3,0
Namibia Vs U.A.E.,Namibia,David Wiese,https://www.espncricinfo.com/cricketers/david-wiese-221140,4,0,27,1,6.75,12,2,1,1,0
Namibia Vs U.A.E.,Namibia,Bernard Scholtz,https://www.espncricinfo.com/cricketers/bernard-scholtz-330223,4,0,22,1,5.50,11,1,1,0,0
Namibia Vs U.A.E.,Namibia,JJ Smit,https://www.espncricinfo.com/cricketers/jj-smit-553821,4,0,39,0,9.75,11,2,3,0,0
Namibia Vs U.A.E.,Namibia,Jan Frylinck,https://www.espncricinfo.com/cricketers/jan-frylinck-482478,3,0,30,0,10.00,3,2,1,1,0
Namibia Vs U.A.E.,Namibia,Ben Shikongo,https://www.espncricinfo.com/cricketers/ben-shikongo-1069820,1,0,8,1,8.00,1,1,0,0,0
Namibia Vs U.A.E.,U.A.E.,Basil Hameed,https://www.espncricinfo.com/cricketers/basil-hameed-1209110,3,0,17,2,5.66,10,2,0,0,0
Namibia Vs U.A.E.,U.A.E.,Junaid Siddique,https://www.espncricinfo.com/cricketers/junaid-siddique-1203754,4,0,35,1,8.75,8,3,1,2,0
Namibia Vs U.A.E.,U.A.E.,Zahoor Khan,https://www.espncricinfo.com/cricketers/zahoor-khan-384525,4,0,20,2,5.00,15,1,0,2,2
Namibia Vs U.A.E.,U.A.E.,Ahmed Raza,https://www.espncricinfo.com/cricketers/ahmed-raza-245490,1,0,9,0,9.00,1,1,0,0,0
Namibia Vs U.A.E.,U.A.E.,Karthik Meiyappan,https://www.espncricinfo.com/cricketers/karthik-meiyappan-1058987,4,0,34,1,8.50,8,2,2,0,0
Namibia Vs U.A.E.,U.A.E.,Aayan Afzal Khan,https://www.espncricinfo.com/cricketers/aayan-afzal-khan-1241265,2,0,7,0,3.50,5,0,0,0,0
Namibia Vs U.A.E.,U.A.E.,Muhammad Waseem,https://www.espncricinfo.com/cricketers/muhammad-waseem-1241277,2,0,16,1,8.00,3,0,1,0,0
Netherlands Vs Sri Lanka,Netherlands,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,4,0,34,1,8.50,9,1,2,0,0
Netherlands Vs Sri Lanka,Netherlands,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,3,0,22,0,7.33,8,0,2,0,0
Netherlands Vs Sri Lanka,Netherlands,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,3,0,16,0,5.33,10,2,0,0,0
Netherlands Vs Sri Lanka,Netherlands,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,25,2,6.25,11,3,0,1,0
Netherlands Vs Sri Lanka,Netherlands,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,3,0,31,2,10.33,5,2,2,0,0
Netherlands Vs Sri Lanka,Netherlands,Timm van der Gugten,https://www.espncricinfo.com/cricketers/timm-van-der-gugten-333782,3,0,31,1,10.33,3,2,1,0,0
Netherlands Vs Sri Lanka,Sri Lanka,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,1,0,5,0,5.00,1,0,0,0,0
Netherlands Vs Sri Lanka,Sri Lanka,Lahiru Kumara,https://www.espncricinfo.com/cricketers/lahiru-kumara-784375,4,0,28,1,7.00,14,2,1,1,0
Netherlands Vs Sri Lanka,Sri Lanka,Binura Fernando,https://www.espncricinfo.com/cricketers/binura-fernando-629080,4,0,33,1,8.25,11,4,1,1,0
Netherlands Vs Sri Lanka,Sri Lanka,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,4,0,32,2,8.00,12,1,2,2,1
Netherlands Vs Sri Lanka,Sri Lanka,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,4,0,28,3,7.00,11,3,0,0,0
Netherlands Vs Sri Lanka,Sri Lanka,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,2,0,11,0,5.50,6,1,0,1,0
Netherlands Vs Sri Lanka,Sri Lanka,Dasun Shanaka,https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,1,0,7,0,7.00,3,1,0,0,0
West Indies Vs Zimbabwe,West Indies,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,3,0,20,0,6.66,9,1,1,1,0
West Indies Vs Zimbabwe,West Indies,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,3,0,22,0,7.33,5,2,0,2,0
West Indies Vs Zimbabwe,West Indies,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,4,0,38,2,9.50,10,2,2,2,1
West Indies Vs Zimbabwe,West Indies,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,3,0,27,0,9.00,5,3,1,0,0
West Indies Vs Zimbabwe,West Indies,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,4,0,19,3,4.75,7,0,0,0,0
West Indies Vs Zimbabwe,West Indies,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,3,0,17,1,5.66,7,1,0,0,1
West Indies Vs Zimbabwe,Zimbabwe,Kyle Mayers,https://www.espncricinfo.com/cricketers/kyle-mayers-348056,1,0,17,0,17.00,3,3,0,1,0
West Indies Vs Zimbabwe,Zimbabwe,Akeal Hosein,https://www.espncricinfo.com/cricketers/akeal-hosein-530812,4,0,25,1,6.25,12,1,1,1,1
West Indies Vs Zimbabwe,Zimbabwe,Alzarri Joseph,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,4,0,16,4,4.00,16,1,1,0,0
West Indies Vs Zimbabwe,Zimbabwe,Obed McCoy,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,3,0,19,1,6.33,9,3,0,0,0
West Indies Vs Zimbabwe,Zimbabwe,Jason Holder,https://www.espncricinfo.com/cricketers/jason-holder-391485,3.2,0,12,3,3.60,12,1,0,0,0
West Indies Vs Zimbabwe,Zimbabwe,Odean Smith,https://www.espncricinfo.com/cricketers/odean-smith-820691,3,0,31,1,10.33,8,4,1,1,1
Ireland Vs Scotland,Ireland,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,4,0,30,1,7.50,10,2,1,1,0
Ireland Vs Scotland,Ireland,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,4,0,23,1,5.75,12,2,0,2,0
Ireland Vs Scotland,Ireland,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,4,0,59,0,14.75,4,6,3,1,1
Ireland Vs Scotland,Ireland,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,3,0,28,0,9.33,3,2,1,0,0
Ireland Vs Scotland,Ireland,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,2,0,16,0,8.00,2,2,0,0,0
Ireland Vs Scotland,Ireland,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,2,0,9,2,4.50,7,1,0,0,0
Ireland Vs Scotland,Ireland,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,1,0,9,0,9.00,1,1,0,0,0
Ireland Vs Scotland,Scotland,Mark Watt,https://www.espncricinfo.com/cricketers/mark-watt-659081,4,0,39,1,9.75,10,2,1,2,0
Ireland Vs Scotland,Scotland,Brad Wheal,https://www.espncricinfo.com/cricketers/brad-wheal-807535,4,0,25,1,6.25,11,2,1,0,0
Ireland Vs Scotland,Scotland,Josh Davey,https://www.espncricinfo.com/cricketers/josh-davey-407265,4,0,46,0,11.50,5,8,0,1,0
Ireland Vs Scotland,Scotland,Safyaan Sharif,https://www.espncricinfo.com/cricketers/safyaan-sharif-414970,3,0,32,1,10.66,3,4,0,1,0
Ireland Vs Scotland,Scotland,Chris Greaves,https://www.espncricinfo.com/cricketers/chris-greaves-873199,2,0,18,0,9.00,1,0,1,1,0
Ireland Vs Scotland,Scotland,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,2,0,16,1,8.00,2,1,0,0,0
Sri Lanka Vs U.A.E.,Sri Lanka,Junaid Siddique,https://www.espncricinfo.com/cricketers/junaid-siddique-1203754,4,0,36,0,9.00,8,2,1,2,0
Sri Lanka Vs U.A.E.,Sri Lanka,Kashif Daud,https://www.espncricinfo.com/cricketers/kashif-daud-229225,1,0,14,0,14.00,0,2,0,0,0
Sri Lanka Vs U.A.E.,Sri Lanka,Zahoor Khan,https://www.espncricinfo.com/cricketers/zahoor-khan-384525,4,0,26,2,6.50,10,3,0,0,0
Sri Lanka Vs U.A.E.,Sri Lanka,Aayan Afzal Khan,https://www.espncricinfo.com/cricketers/aayan-afzal-khan-1241265,3,0,16,1,5.33,7,1,0,0,0
Sri Lanka Vs U.A.E.,Sri Lanka,Aryan Lakra,https://www.espncricinfo.com/cricketers/aryan-lakra-1058989,3,0,24,1,8.00,5,3,0,0,0
Sri Lanka Vs U.A.E.,Sri Lanka,Karthik Meiyappan,https://www.espncricinfo.com/cricketers/karthik-meiyappan-1058987,4,0,19,3,4.75,12,0,1,0,0
Sri Lanka Vs U.A.E.,Sri Lanka,Basil Hameed,https://www.espncricinfo.com/cricketers/basil-hameed-1209110,1,0,13,0,13.00,1,1,1,0,0
Sri Lanka Vs U.A.E.,U.A.E.,Pramod Madushan,https://www.espncricinfo.com/cricketers/pramod-madushan-826689,3,0,14,1,4.66,12,2,0,1,0
Sri Lanka Vs U.A.E.,U.A.E.,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,3.1,0,15,2,4.73,10,2,0,0,0
Sri Lanka Vs U.A.E.,U.A.E.,Dushmantha Chameera,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,3.5,0,15,3,3.91,16,0,1,0,0
Sri Lanka Vs U.A.E.,U.A.E.,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,2,0,14,0,7.00,5,2,0,0,0
Sri Lanka Vs U.A.E.,U.A.E.,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,4,1,8,3,2.00,17,0,0,0,0
Sri Lanka Vs U.A.E.,U.A.E.,Dasun Shanaka,https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,1.1,0,7,1,6.00,3,0,0,1,0
Namibia Vs Netherlands,Namibia,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,3,0,15,0,5.00,11,1,0,0,0
Namibia Vs Netherlands,Namibia,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,3,0,15,1,5.00,8,0,0,0,0
Namibia Vs Netherlands,Namibia,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,3,0,18,2,6.00,6,1,0,0,0
Namibia Vs Netherlands,Namibia,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,3,0,17,1,5.66,8,2,0,0,0
Namibia Vs Netherlands,Namibia,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,18,1,4.50,11,1,0,1,0
Namibia Vs Netherlands,Namibia,Timm van der Gugten,https://www.espncricinfo.com/cricketers/timm-van-der-gugten-333782,3,0,29,0,9.66,4,1,1,2,0
Namibia Vs Netherlands,Namibia,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,1,0,6,1,6.00,1,0,0,1,0
Namibia Vs Netherlands,Netherlands,Bernard Scholtz,https://www.espncricinfo.com/cricketers/bernard-scholtz-330223,4,0,21,1,5.25,10,0,1,0,0
Namibia Vs Netherlands,Netherlands,David Wiese,https://www.espncricinfo.com/cricketers/david-wiese-221140,2.3,0,22,0,8.80,4,3,0,0,0
Namibia Vs Netherlands,Netherlands,Gerhard Erasmus,https://www.espncricinfo.com/cricketers/gerhard-erasmus-519070,3,0,13,0,4.33,8,0,0,1,0
Namibia Vs Netherlands,Netherlands,Ben Shikongo,https://www.espncricinfo.com/cricketers/ben-shikongo-1069820,1,0,18,0,18.00,1,0,2,1,0
Namibia Vs Netherlands,Netherlands,JJ Smit,https://www.espncricinfo.com/cricketers/jj-smit-553821,4,0,24,2,6.00,9,2,0,0,0
Namibia Vs Netherlands,Netherlands,Jan Frylinck,https://www.espncricinfo.com/cricketers/jan-frylinck-482478,4,1,16,1,4.00,11,1,0,0,0
Namibia Vs Netherlands,Netherlands,Jan Nicol Loftie-Eaton,https://www.espncricinfo.com/cricketers/jan-nicol-loftie-eaton-1071473,1,0,8,0,8.00,2,1,0,0,1
Ireland Vs Zimbabwe,Ireland,Josh Little,https://www.espncricinfo.com/cricketers/josh-little-928067,4,0,24,3,6.00,11,3,0,0,0
Ireland Vs Zimbabwe,Ireland,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,4,0,39,2,9.75,6,3,1,2,0
Ireland Vs Zimbabwe,Ireland,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,4,0,24,0,6.00,11,2,0,2,0
Ireland Vs Zimbabwe,Ireland,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,3,0,29,0,9.66,6,2,2,0,0
Ireland Vs Zimbabwe,Ireland,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,3,0,31,2,10.33,5,2,2,1,0
Ireland Vs Zimbabwe,Ireland,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,2,0,21,0,10.50,4,2,1,1,0
Ireland Vs Zimbabwe,Zimbabwe,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,4,0,22,2,5.50,13,3,0,0,0
Ireland Vs Zimbabwe,Zimbabwe,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,4,0,22,2,5.50,13,1,1,2,0
Ireland Vs Zimbabwe,Zimbabwe,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,4,0,23,3,5.75,14,0,2,0,1
Ireland Vs Zimbabwe,Zimbabwe,Luke Jongwe,https://www.espncricinfo.com/cricketers/luke-jongwe-541224,2,0,24,0,12.00,1,4,0,0,0
Ireland Vs Zimbabwe,Zimbabwe,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,3,0,20,1,6.66,3,0,0,0,0
Ireland Vs Zimbabwe,Zimbabwe,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,3,0,22,1,7.33,8,1,1,1,0
Scotland Vs West Indies,Scotland,Kyle Mayers,https://www.espncricinfo.com/cricketers/kyle-mayers-348056,2,0,24,0,12.00,5,5,0,2,0
Scotland Vs West Indies,Scotland,Akeal Hosein,https://www.espncricinfo.com/cricketers/akeal-hosein-530812,4,0,31,0,7.75,8,2,1,0,0
Scotland Vs West Indies,Scotland,Alzarri Joseph,https://www.espncricinfo.com/cricketers/alzarri-joseph-670031,4,0,28,2,7.00,9,3,0,2,0
Scotland Vs West Indies,Scotland,Obed McCoy,https://www.espncricinfo.com/cricketers/obed-mccoy-906783,3,0,25,0,8.33,6,4,0,0,0
Scotland Vs West Indies,Scotland,Jason Holder,https://www.espncricinfo.com/cricketers/jason-holder-391485,3,0,14,2,4.66,8,1,0,0,0
Scotland Vs West Indies,Scotland,Odean Smith,https://www.espncricinfo.com/cricketers/odean-smith-820691,4,0,31,1,7.75,6,3,0,1,0
Scotland Vs West Indies,West Indies,Mark Watt,https://www.espncricinfo.com/cricketers/mark-watt-659081,4,0,12,3,3.00,16,1,0,1,0
Scotland Vs West Indies,West Indies,Brad Wheal,https://www.espncricinfo.com/cricketers/brad-wheal-807535,4,0,32,2,8.00,10,4,1,0,0
Scotland Vs West Indies,West Indies,Josh Davey,https://www.espncricinfo.com/cricketers/josh-davey-407265,3,0,34,1,11.33,8,4,2,1,0
Scotland Vs West Indies,West Indies,Safyaan Sharif,https://www.espncricinfo.com/cricketers/safyaan-sharif-414970,3.3,0,23,1,6.57,7,2,0,2,0
Scotland Vs West Indies,West Indies,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,4,0,15,2,3.75,11,0,0,1,0
Netherlands Vs U.A.E.,Netherlands,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,4,0,13,2,3.25,18,0,0,3,0
Netherlands Vs U.A.E.,Netherlands,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,4,0,13,1,3.25,11,0,0,0,0
Netherlands Vs U.A.E.,Netherlands,Logan van Beek,https://www.espncricinfo.com/cricketers/logan-van-beek-440522,2,0,19,0,9.50,5,0,2,1,0
Netherlands Vs U.A.E.,Netherlands,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,3,0,19,3,6.33,9,2,0,2,0
Netherlands Vs U.A.E.,Netherlands,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,4,0,21,0,5.25,11,1,0,0,0
Netherlands Vs U.A.E.,Netherlands,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,3,0,19,1,6.33,7,0,1,0,0
Netherlands Vs U.A.E.,U.A.E.,Junaid Siddique,https://www.espncricinfo.com/cricketers/junaid-siddique-1203754,4,0,24,3,6.00,10,2,0,1,0
Netherlands Vs U.A.E.,U.A.E.,Basil Hameed,https://www.espncricinfo.com/cricketers/basil-hameed-1209110,1,0,7,1,7.00,4,0,1,0,0
Netherlands Vs U.A.E.,U.A.E.,Aayan Afzal Khan,https://www.espncricinfo.com/cricketers/aayan-afzal-khan-1241265,3,0,15,1,5.00,8,1,0,0,0
Netherlands Vs U.A.E.,U.A.E.,Karthik Meiyappan,https://www.espncricinfo.com/cricketers/karthik-meiyappan-1058987,4,0,22,1,5.50,11,2,0,0,0
Netherlands Vs U.A.E.,U.A.E.,Zahoor Khan,https://www.espncricinfo.com/cricketers/zahoor-khan-384525,4,0,11,1,2.75,14,0,0,0,0
Netherlands Vs U.A.E.,U.A.E.,Zawar Farid,https://www.espncricinfo.com/cricketers/zawar-farid-1196500,2.5,0,24,0,8.47,2,2,0,0,0
Netherlands Vs U.A.E.,U.A.E.,Kashif Daud,https://www.espncricinfo.com/cricketers/kashif-daud-229225,1,0,5,0,5.00,1,0,0,0,0
Namibia Vs Sri Lanka,Namibia,Maheesh Theekshana,https://www.espncricinfo.com/cricketers/maheesh-theekshana-1138316,4,0,23,1,5.75,7,0,0,2,0
Namibia Vs Sri Lanka,Namibia,Dushmantha Chameera,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,4,0,39,1,9.75,6,3,1,2,0
Namibia Vs Sri Lanka,Namibia,Pramod Madushan,https://www.espncricinfo.com/cricketers/pramod-madushan-826689,4,0,37,2,9.25,6,3,1,0,0
Namibia Vs Sri Lanka,Namibia,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,4,0,36,1,9.00,7,3,1,1,0
Namibia Vs Sri Lanka,Namibia,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,4,0,27,1,6.75,8,1,1,0,0
Namibia Vs Sri Lanka,Sri Lanka,Gerhard Erasmus,https://www.espncricinfo.com/cricketers/gerhard-erasmus-519070,1,0,8,0,8.00,1,1,0,0,0
Namibia Vs Sri Lanka,Sri Lanka,David Wiese,https://www.espncricinfo.com/cricketers/david-wiese-221140,4,0,16,2,4.00,13,1,0,0,0
Namibia Vs Sri Lanka,Sri Lanka,Bernard Scholtz,https://www.espncricinfo.com/cricketers/bernard-scholtz-330223,4,0,18,2,4.50,10,1,0,0,0
Namibia Vs Sri Lanka,Sri Lanka,Ben Shikongo,https://www.espncricinfo.com/cricketers/ben-shikongo-1069820,3,1,22,2,7.33,6,3,0,0,0
Namibia Vs Sri Lanka,Sri Lanka,JJ Smit,https://www.espncricinfo.com/cricketers/jj-smit-553821,3,0,16,1,5.33,7,0,0,1,0
Namibia Vs Sri Lanka,Sri Lanka,Jan Frylinck,https://www.espncricinfo.com/cricketers/jan-frylinck-482478,4,0,26,2,6.50,10,0,2,1,0
