match,battingTeam,battingPos,batsmanName,batsmanNameUrl,dismissal,runs,balls,4s,6s,SR
England Vs Afghanistan,England,10,Fareed Ahmad,https://www.espncricinfo.com/cricketers/fareed-ahmad-568136,not out,2,4,0,0,50.00
England Vs Afghanistan,England,11,Fazalhaq Farooqi,https://www.espncricinfo.com/cricketers/fazalhaq-farooqi-974175,c Malan b Curran,0,2,0,0,0.00
England Vs Afghanistan,Afghanistan,1,Jos Buttler (c)†,https://www.espncricinfo.com/cricketers/jos-buttler-308967,c Mujeeb Ur Rahman b Fazalhaq Farooqi,18,18,3,0,100.00
England Vs Afghanistan,Afghanistan,2,Alex Hales,https://www.espncricinfo.com/cricketers/alex-hales-249866,c Fazalhaq Farooqi b Fareed Ahmad,19,20,0,1,95.00
England Vs Afghanistan,Afghanistan,3,Dawid Malan,https://www.espncricinfo.com/cricketers/dawid-malan-236489,c Mohammad Nabi b Mujeeb Ur Rahman,18,30,0,0,60.00
England Vs Afghanistan,Afghanistan,4,Ben Stokes,https://www.espncricinfo.com/cricketers/ben-stokes-311158,b Mohammad Nabi,2,4,0,0,50.00
England Vs Afghanistan,Afghanistan,5,Liam Livingstone,https://www.espncricinfo.com/cricketers/liam-livingstone-403902,not out,29,21,3,0,138.09
England Vs Afghanistan,Afghanistan,6,Harry Brook,https://www.espncricinfo.com/cricketers/harry-brook-911707,c Ibrahim Zadran b Rashid Khan,7,6,0,0,116.66
England Vs Afghanistan,Afghanistan,7,Moeen Ali,https://www.espncricinfo.com/cricketers/moeen-ali-8917,not out,8,10,0,0,80.00
New Zealand Vs Australia,New Zealand,1,Finn Allen,https://www.espncricinfo.com/cricketers/finn-allen-959759,b Hazlewood,42,16,5,3,262.50
New Zealand Vs Australia,New Zealand,2,Devon Conway †,https://www.espncricinfo.com/cricketers/devon-conway-379140,not out,92,58,7,2,158.62
New Zealand Vs Australia,New Zealand,3,Kane Williamson (c),https://www.espncricinfo.com/cricketers/kane-williamson-277906,lbw b Zampa,23,23,1,1,100.00
New Zealand Vs Australia,New Zealand,4,Glenn Phillips,https://www.espncricinfo.com/cricketers/glenn-phillips-823509,c & b Hazlewood,12,10,2,0,120.00
New Zealand Vs Australia,New Zealand,5,James Neesham,https://www.espncricinfo.com/cricketers/james-neesham-355269,not out,26,13,0,2,200.00
New Zealand Vs Australia,Australia,1,David Warner,https://www.espncricinfo.com/cricketers/david-warner-219889,b Southee,5,6,1,0,83.33
New Zealand Vs Australia,Australia,2,Aaron Finch (c),https://www.espncricinfo.com/cricketers/aaron-finch-5334,c Williamson b Santner,13,11,1,1,118.18
New Zealand Vs Australia,Australia,3,Mitchell Marsh,https://www.espncricinfo.com/cricketers/mitchell-marsh-272450,c Neesham b Southee,16,12,2,1,133.33
New Zealand Vs Australia,Australia,4,Glenn Maxwell,https://www.espncricinfo.com/cricketers/glenn-maxwell-325026,b Sodhi,28,20,3,1,140.00
New Zealand Vs Australia,Australia,5,Marcus Stoinis,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012,c Phillips b Santner,7,14,0,0,50.00
New Zealand Vs Australia,Australia,6,Tim David,https://www.espncricinfo.com/cricketers/tim-david-892749,c Neesham b Santner,11,8,0,1,137.50
New Zealand Vs Australia,Australia,7,Matthew Wade †,https://www.espncricinfo.com/cricketers/matthew-wade-230193,c †Conway b Ferguson,2,4,0,0,50.00
New Zealand Vs Australia,Australia,8,Pat Cummins,https://www.espncricinfo.com/cricketers/pat-cummins-489889,c †Conway b Southee,21,18,2,1,116.66
New Zealand Vs Australia,Australia,9,Mitchell Starc,https://www.espncricinfo.com/cricketers/mitchell-starc-311592,b Boult,4,7,0,0,57.14
New Zealand Vs Australia,Australia,10,Adam Zampa,https://www.espncricinfo.com/cricketers/adam-zampa-379504,b Boult,0,2,0,0,0.00
New Zealand Vs Australia,Australia,11,Josh Hazlewood,https://www.espncricinfo.com/cricketers/josh-hazlewood-288284,not out,1,1,0,0,100.00
Zimbabwe Vs Scotland,Zimbabwe,1,George Munsey,https://www.espncricinfo.com/cricketers/george-munsey-671805,c Shumba b Ngarava,54,51,7,0,105.88
Zimbabwe Vs Scotland,Zimbabwe,2,Michael Jones,https://www.espncricinfo.com/cricketers/michael-jones-1093091,c Sikandar Raza b Chatara,4,5,1,0,80.00
Zimbabwe Vs Scotland,Zimbabwe,3,Matthew Cross †,https://www.espncricinfo.com/cricketers/matthew-cross-417268,c Madhevere b Ngarava,1,7,0,0,14.28
Zimbabwe Vs Scotland,Zimbabwe,4,Richie Berrington (c),https://www.espncricinfo.com/cricketers/richie-berrington-25490,c Shumba b Sikandar Raza,13,15,0,0,86.66
Zimbabwe Vs Scotland,Zimbabwe,5,Calum MacLeod,https://www.espncricinfo.com/cricketers/calum-macleod-232435,c Jongwe b Chatara,25,26,1,0,96.15
Zimbabwe Vs Scotland,Zimbabwe,6,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,b Muzarabani,12,9,2,0,133.33
Zimbabwe Vs Scotland,Zimbabwe,7,Chris Greaves,https://www.espncricinfo.com/cricketers/chris-greaves-873199,not out,3,7,0,0,42.85
Zimbabwe Vs Scotland,Zimbabwe,8,Josh Davey,https://www.espncricinfo.com/cricketers/josh-davey-407265,not out,4,3,0,0,133.33
Zimbabwe Vs Scotland,Scotland,1,Regis Chakabva †,https://www.espncricinfo.com/cricketers/regis-chakabva-293831,lbw b Wheal,4,3,1,0,133.33
Zimbabwe Vs Scotland,Scotland,2,Craig Ervine (c),https://www.espncricinfo.com/cricketers/craig-ervine-55412,c MacLeod b Watt,58,54,6,0,107.40
Zimbabwe Vs Scotland,Scotland,3,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,b Davey,0,5,0,0,0.00
Zimbabwe Vs Scotland,Scotland,4,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,c Wheal b Leask,7,12,0,0,58.33
Zimbabwe Vs Scotland,Scotland,5,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,c †Cross b Davey,40,23,3,2,173.91
Zimbabwe Vs Scotland,Scotland,6,Milton Shumba,https://www.espncricinfo.com/cricketers/milton-shumba-951781,not out,11,11,0,0,100.00
Zimbabwe Vs Scotland,Scotland,7,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,not out,9,5,1,0,180.00
West Indies Vs Ireland,West Indies,1,Kyle Mayers,https://www.espncricinfo.com/cricketers/kyle-mayers-348056,c Tector b McCarthy,1,5,0,0,20.00
West Indies Vs Ireland,West Indies,2,Johnson Charles,https://www.espncricinfo.com/cricketers/johnson-charles-333066,c Campher b Simi Singh,24,18,3,1,133.33
West Indies Vs Ireland,West Indies,3,Evin Lewis,https://www.espncricinfo.com/cricketers/evin-lewis-431901,c Adair b Delany,13,18,0,0,72.22
West Indies Vs Ireland,West Indies,4,Brandon King,https://www.espncricinfo.com/cricketers/brandon-king-670035,not out,62,48,6,1,129.16
West Indies Vs Ireland,West Indies,5,Nicholas Pooran (c)†,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,c Tector b Delany,13,11,0,1,118.18
West Indies Vs Ireland,West Indies,6,Rovman Powell,https://www.espncricinfo.com/cricketers/rovman-powell-820351,c Tector b Delany,6,8,1,0,75.00
West Indies Vs Ireland,West Indies,7,Odean Smith,https://www.espncricinfo.com/cricketers/odean-smith-820691,not out,19,12,1,2,158.33
West Indies Vs Ireland,Ireland,1,Paul Stirling,https://www.espncricinfo.com/cricketers/paul-stirling-303427,not out,66,48,6,2,137.50
West Indies Vs Ireland,Ireland,2,Andy Balbirnie (c),https://www.espncricinfo.com/cricketers/andy-balbirnie-303423,c Mayers b Hosein,37,23,3,3,160.86
West Indies Vs Ireland,Ireland,3,Lorcan Tucker †,https://www.espncricinfo.com/cricketers/lorcan-tucker-928057,not out,45,35,2,2,128.57
U.A.E. Vs Namibia,U.A.E.,1,Muhammad Waseem,https://www.espncricinfo.com/cricketers/muhammad-waseem-1241277,c Trumpelmann b Shikongo,50,41,1,3,121.95
U.A.E. Vs Namibia,U.A.E.,2,Vriitya Aravind †,https://www.espncricinfo.com/cricketers/vriitya-aravind-1178586,c van Lingen b Scholtz,21,32,2,0,65.62
U.A.E. Vs Namibia,U.A.E.,3,CP Rizwan (c),https://www.espncricinfo.com/cricketers/cp-rizwan-474760,not out,43,29,3,1,148.27
U.A.E. Vs Namibia,U.A.E.,4,Alishan Sharafu,https://www.espncricinfo.com/cricketers/alishan-sharafu-1161038,c †Green b Wiese,4,4,0,0,100.00
U.A.E. Vs Namibia,U.A.E.,5,Basil Hameed,https://www.espncricinfo.com/cricketers/basil-hameed-1209110,not out,25,14,2,2,178.57
U.A.E. Vs Namibia,Namibia,1,Michael van Lingen,https://www.espncricinfo.com/cricketers/michael-van-lingen-833777,c Sharafu b Basil Hameed,10,8,1,0,125.00
U.A.E. Vs Namibia,Namibia,2,Stephan Baard,https://www.espncricinfo.com/cricketers/stephan-baard-437927,c Ahmed Raza b Junaid Siddique,4,6,1,0,66.66
U.A.E. Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton,https://www.espncricinfo.com/cricketers/jan-nicol-loftie-eaton-1071473,lbw b Basil Hameed,1,6,0,0,16.66
U.A.E. Vs Namibia,Namibia,4,Gerhard Erasmus (c),https://www.espncricinfo.com/cricketers/gerhard-erasmus-519070,b Meiyappan,16,18,2,0,88.88
U.A.E. Vs Namibia,Namibia,5,Jan Frylinck,https://www.espncricinfo.com/cricketers/jan-frylinck-482478,b Zahoor Khan,14,17,1,0,82.35
U.A.E. Vs Namibia,Namibia,6,JJ Smit,https://www.espncricinfo.com/cricketers/jj-smit-553821,run out (Meiyappan/Ahmed Raza),3,3,0,0,100.00
U.A.E. Vs Namibia,Namibia,7,David Wiese,https://www.espncricinfo.com/cricketers/david-wiese-221140,c Sharafu b Muhammad Waseem,55,36,3,3,152.77
U.A.E. Vs Namibia,Namibia,8,Zane Green †,https://www.espncricinfo.com/cricketers/zane-green-596664,b Zahoor Khan,2,3,0,0,66.66
U.A.E. Vs Namibia,Namibia,9,Ruben Trumpelmann,https://www.espncricinfo.com/cricketers/ruben-trumpelmann-698317,not out,25,24,1,1,104.16
U.A.E. Vs Namibia,Namibia,10,Bernard Scholtz,https://www.espncricinfo.com/cricketers/bernard-scholtz-330223,not out,1,1,0,0,100.00
Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,b van Meekeren,14,21,0,1,66.66
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,c sub (LV van Beek) b van der Gugten,79,44,5,5,179.54
Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,lbw b van Meekeren,0,1,0,0,0.00
Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,c †Edwards b de Leede,31,30,3,0,103.33
Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,c Pringle b de Leede,19,13,2,0,146.15
Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka (c),https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,c Ackermann b Klaassen,8,5,0,1,160.00
Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,not out,5,4,0,0,125.00
Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,not out,2,2,0,0,100.00
Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,not out,71,53,6,3,133.96
Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh,https://www.espncricinfo.com/cricketers/vikramjit-singh-1153767,c Shanaka b Theekshana,7,14,0,0,50.00
Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,c †Mendis b Kumara,14,10,1,1,140.00
Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,c & b Hasaranga,0,1,0,0,0.00
Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper,https://www.espncricinfo.com/cricketers/tom-cooper-219885,b Theekshana,16,19,2,0,84.21
Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards (c)†,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,b Fernando,21,15,3,0,140.00
Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,run out (de Silva),2,4,0,0,50.00
Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten,https://www.espncricinfo.com/cricketers/timm-van-der-gugten-333782,b Hasaranga,0,1,0,0,0.00
Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen,https://www.espncricinfo.com/cricketers/fred-klaassen-1104703,b Hasaranga,3,3,0,0,100.00
Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren,https://www.espncricinfo.com/cricketers/paul-van-meekeren-348109,run out (Shanaka),0,0,0,0,-
Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe,https://www.espncricinfo.com/cricketers/roelof-van-der-merwe-47850,not out,0,1,0,0,0.00
Zimbabwe Vs West Indies,Zimbabwe,1,Kyle Mayers,https://www.espncricinfo.com/cricketers/kyle-mayers-348056,c †Chakabva b Muzarabani,13,12,2,0,108.33
Zimbabwe Vs West Indies,Zimbabwe,2,Johnson Charles,https://www.espncricinfo.com/cricketers/johnson-charles-333066,run out (Munyonga/Williams),45,36,3,2,125.00
Zimbabwe Vs West Indies,Zimbabwe,3,Evin Lewis,https://www.espncricinfo.com/cricketers/evin-lewis-431901,c Shumba b Sikandar Raza,15,18,1,0,83.33
Zimbabwe Vs West Indies,Zimbabwe,4,Nicholas Pooran (c)†,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302,c & b Williams,7,9,0,0,77.77
Zimbabwe Vs West Indies,Zimbabwe,5,Rovman Powell,https://www.espncricinfo.com/cricketers/rovman-powell-820351,c Ngarava b Muzarabani,28,21,1,2,133.33
Zimbabwe Vs West Indies,Zimbabwe,6,Shamarh Brooks,https://www.espncricinfo.com/cricketers/shamarh-brooks-230555,lbw b Sikandar Raza,0,3,0,0,0.00
Zimbabwe Vs West Indies,Zimbabwe,7,Jason Holder,https://www.espncricinfo.com/cricketers/jason-holder-391485,c & b Sikandar Raza,4,3,0,0,133.33
Zimbabwe Vs West Indies,Zimbabwe,8,Akeal Hosein,https://www.espncricinfo.com/cricketers/akeal-hosein-530812,not out,23,18,2,0,127.77
Zimbabwe Vs West Indies,Zimbabwe,9,Odean Smith,https://www.espncricinfo.com/cricketers/odean-smith-820691,not out,1,2,0,0,50.00
Zimbabwe Vs West Indies,West Indies,1,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,c Lewis b Holder,27,19,3,1,142.10
Zimbabwe Vs West Indies,West Indies,2,Regis Chakabva (c)†,https://www.espncricinfo.com/cricketers/regis-chakabva-293831,b Joseph,13,9,3,0,144.44
Zimbabwe Vs West Indies,West Indies,3,Tony Munyonga,https://www.espncricinfo.com/cricketers/tony-munyonga-1122853,b Joseph,2,6,0,0,33.33
Zimbabwe Vs West Indies,West Indies,4,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,c †Pooran b McCoy,1,2,0,0,50.00
Zimbabwe Vs West Indies,West Indies,5,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,c Powell b Smith,14,8,1,1,175.00
Zimbabwe Vs West Indies,West Indies,6,Milton Shumba,https://www.espncricinfo.com/cricketers/milton-shumba-951781,c Brooks b Hosein,2,9,0,0,22.22
Zimbabwe Vs West Indies,West Indies,7,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,lbw b Holder,17,19,3,0,89.47
Zimbabwe Vs West Indies,West Indies,8,Luke Jongwe,https://www.espncricinfo.com/cricketers/luke-jongwe-541224,b Joseph,29,22,3,1,131.81
Zimbabwe Vs West Indies,West Indies,9,Richard Ngarava,https://www.espncricinfo.com/cricketers/richard-ngarava-806241,b Joseph,2,6,0,0,33.33
Zimbabwe Vs West Indies,West Indies,10,Tendai Chatara,https://www.espncricinfo.com/cricketers/tendai-chatara-425639,b Holder,3,8,0,0,37.50
Zimbabwe Vs West Indies,West Indies,11,Blessing Muzarabani,https://www.espncricinfo.com/cricketers/blessing-muzarabani-827051,not out,1,4,0,0,25.00
Scotland Vs Ireland,Scotland,1,George Munsey,https://www.espncricinfo.com/cricketers/george-munsey-671805,lbw b Adair,1,2,0,0,50.00
Scotland Vs Ireland,Scotland,2,Michael Jones,https://www.espncricinfo.com/cricketers/michael-jones-1093091,c Adair b Little,86,55,6,4,156.36
Scotland Vs Ireland,Scotland,3,Matthew Cross †,https://www.espncricinfo.com/cricketers/matthew-cross-417268,c McCarthy b Campher,28,21,5,0,133.33
Scotland Vs Ireland,Scotland,4,Richie Berrington (c),https://www.espncricinfo.com/cricketers/richie-berrington-25490,c Dockrell b Campher,37,27,3,1,137.03
Scotland Vs Ireland,Scotland,5,Michael Leask,https://www.espncricinfo.com/cricketers/michael-leask-414966,not out,17,13,2,0,130.76
Scotland Vs Ireland,Scotland,6,Calum MacLeod,https://www.espncricinfo.com/cricketers/calum-macleod-232435,run out (†Tucker),0,3,0,0,0.00
Scotland Vs Ireland,Ireland,1,Paul Stirling,https://www.espncricinfo.com/cricketers/paul-stirling-303427,c †Cross b Sharif,8,10,1,0,80.00
Scotland Vs Ireland,Ireland,2,Andy Balbirnie (c),https://www.espncricinfo.com/cricketers/andy-balbirnie-303423,c Jones b Wheal,14,12,2,0,116.66
Scotland Vs Ireland,Ireland,3,Lorcan Tucker †,https://www.espncricinfo.com/cricketers/lorcan-tucker-928057,c Davey b Watt,20,17,2,0,117.64
Scotland Vs Ireland,Ireland,4,Harry Tector,https://www.espncricinfo.com/cricketers/harry-tector-961407,c Greaves b Leask,14,16,1,0,87.50
Scotland Vs Ireland,Ireland,5,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,not out,72,32,7,2,225.00
Scotland Vs Ireland,Ireland,6,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,not out,39,27,4,1,144.44
U.A.E. Vs Sri Lanka,U.A.E.,1,Pathum Nissanka,https://www.espncricinfo.com/cricketers/pathum-nissanka-1028655,c Basil Hameed b Zahoor Khan,74,60,6,2,123.33
U.A.E. Vs Sri Lanka,U.A.E.,2,Kusal Mendis †,https://www.espncricinfo.com/cricketers/kusal-mendis-629074,lbw b Aryan Lakra,18,13,2,0,138.46
U.A.E. Vs Sri Lanka,U.A.E.,3,Dhananjaya de Silva,https://www.espncricinfo.com/cricketers/dhananjaya-de-silva-465793,run out (Muhammad Waseem/Aayan Afzal Khan),33,21,3,1,157.14
U.A.E. Vs Sri Lanka,U.A.E.,4,Bhanuka Rajapaksa,https://www.espncricinfo.com/cricketers/bhanuka-rajapaksa-342619,c Kashif Daud b Meiyappan,5,8,0,0,62.50
U.A.E. Vs Sri Lanka,U.A.E.,5,Charith Asalanka,https://www.espncricinfo.com/cricketers/charith-asalanka-784367,c †Aravind b Meiyappan,0,1,0,0,0.00
U.A.E. Vs Sri Lanka,U.A.E.,6,Dasun Shanaka (c),https://www.espncricinfo.com/cricketers/dasun-shanaka-437316,b Meiyappan,0,1,0,0,0.00
U.A.E. Vs Sri Lanka,U.A.E.,7,Wanindu Hasaranga,https://www.espncricinfo.com/cricketers/wanindu-hasaranga-784379,c Basil Hameed b Aayan Afzal Khan,2,3,0,0,66.66
U.A.E. Vs Sri Lanka,U.A.E.,8,Chamika Karunaratne,https://www.espncricinfo.com/cricketers/chamika-karunaratne-623695,c Kashif Daud b Zahoor Khan,8,11,1,0,72.72
U.A.E. Vs Sri Lanka,U.A.E.,9,Pramod Madushan,https://www.espncricinfo.com/cricketers/pramod-madushan-826689,not out,1,1,0,0,100.00
U.A.E. Vs Sri Lanka,U.A.E.,10,Dushmantha Chameera,https://www.espncricinfo.com/cricketers/dushmantha-chameera-552152,not out,1,1,0,0,100.00
U.A.E. Vs Sri Lanka,Sri Lanka,1,Muhammad Waseem,https://www.espncricinfo.com/cricketers/muhammad-waseem-1241277,b Chameera,2,4,0,0,50.00
U.A.E. Vs Sri Lanka,Sri Lanka,2,Chirag Suri,https://www.espncricinfo.com/cricketers/chirag-suri-534734,b Pramod Madushan,14,19,3,0,73.68
U.A.E. Vs Sri Lanka,Sri Lanka,3,Aryan Lakra,https://www.espncricinfo.com/cricketers/aryan-lakra-1058989,b Chameera,1,3,0,0,33.33
U.A.E. Vs Sri Lanka,Sri Lanka,4,CP Rizwan (c),https://www.espncricinfo.com/cricketers/cp-rizwan-474760,c Rajapaksa b Chameera,1,3,0,0,33.33
U.A.E. Vs Sri Lanka,Sri Lanka,5,Vriitya Aravind †,https://www.espncricinfo.com/cricketers/vriitya-aravind-1178586,lbw b Hasaranga,9,18,1,0,50.00
U.A.E. Vs Sri Lanka,Sri Lanka,6,Basil Hameed,https://www.espncricinfo.com/cricketers/basil-hameed-1209110,c de Silva b Shanaka,2,6,0,0,33.33
U.A.E. Vs Sri Lanka,Sri Lanka,7,Aayan Afzal Khan,https://www.espncricinfo.com/cricketers/aayan-afzal-khan-1241265,b Hasaranga,19,21,1,0,90.47
U.A.E. Vs Sri Lanka,Sri Lanka,8,Kashif Daud,https://www.espncricinfo.com/cricketers/kashif-daud-229225,lbw b Hasaranga,0,4,0,0,0.00
U.A.E. Vs Sri Lanka,Sri Lanka,9,Karthik Meiyappan,https://www.espncricinfo.com/cricketers/karthik-meiyappan-1058987,st †Mendis b Theekshana,4,8,0,0,50.00
U.A.E. Vs Sri Lanka,Sri Lanka,10,Junaid Siddique,https://www.espncricinfo.com/cricketers/junaid-siddique-1203754,c Nissanka b Theekshana,18,16,1,1,112.50
U.A.E. Vs Sri Lanka,Sri Lanka,11,Zahoor Khan,https://www.espncricinfo.com/cricketers/zahoor-khan-384525,not out,1,1,0,0,100.00
Netherlands Vs Namibia,Netherlands,1,Michael van Lingen,https://www.espncricinfo.com/cricketers/michael-van-lingen-833777,c de Leede b Ackermann,20,19,3,0,105.26
Netherlands Vs Namibia,Netherlands,2,Divan la Cock,https://www.espncricinfo.com/cricketers/divan-la-cock-1178065,c de Leede b Pringle,0,2,0,0,0.00
Netherlands Vs Namibia,Netherlands,3,Stephan Baard,https://www.espncricinfo.com/cricketers/stephan-baard-437927,c Klaassen b van der Merwe,19,22,0,0,86.36
Netherlands Vs Namibia,Netherlands,4,Jan Nicol Loftie-Eaton,https://www.espncricinfo.com/cricketers/jan-nicol-loftie-eaton-1071473,c †Edwards b van Meekeren,0,2,0,0,0.00
Netherlands Vs Namibia,Netherlands,5,Jan Frylinck,https://www.espncricinfo.com/cricketers/jan-frylinck-482478,c van Meekeren b de Leede,43,48,1,1,89.58
Netherlands Vs Namibia,Netherlands,6,Gerhard Erasmus (c),https://www.espncricinfo.com/cricketers/gerhard-erasmus-519070,b de Leede,16,18,0,0,88.88
Netherlands Vs Namibia,Netherlands,7,David Wiese,https://www.espncricinfo.com/cricketers/david-wiese-221140,not out,11,5,1,0,220.00
Netherlands Vs Namibia,Netherlands,8,JJ Smit,https://www.espncricinfo.com/cricketers/jj-smit-553821,not out,5,4,1,0,125.00
Netherlands Vs Namibia,Namibia,1,Max O'Dowd,https://www.espncricinfo.com/cricketers/max-o-dowd-643197,run out (Erasmus),35,35,1,1,100.00
Netherlands Vs Namibia,Namibia,2,Vikramjit Singh,https://www.espncricinfo.com/cricketers/vikramjit-singh-1153767,c Loftie-Eaton b Scholtz,39,31,3,2,125.80
Netherlands Vs Namibia,Namibia,3,Bas de Leede,https://www.espncricinfo.com/cricketers/bas-de-leede-1036191,not out,30,30,2,0,100.00
Netherlands Vs Namibia,Namibia,4,Tom Cooper,https://www.espncricinfo.com/cricketers/tom-cooper-219885,c van Lingen b Smit,6,6,1,0,100.00
Netherlands Vs Namibia,Namibia,5,Colin Ackermann,https://www.espncricinfo.com/cricketers/colin-ackermann-379774,c Erasmus b Smit,0,2,0,0,0.00
Netherlands Vs Namibia,Namibia,6,Scott Edwards (c)†,https://www.espncricinfo.com/cricketers/scott-edwards-1127317,c Loftie-Eaton b Frylinck,1,5,0,0,20.00
Netherlands Vs Namibia,Namibia,7,Tim Pringle,https://www.espncricinfo.com/cricketers/tim-pringle-1193548,not out,8,9,0,0,88.88
Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva †,https://www.espncricinfo.com/cricketers/regis-chakabva-293831,c †Tucker b Little,0,2,0,0,0.00
Zimbabwe Vs Ireland,Zimbabwe,2,Craig Ervine (c),https://www.espncricinfo.com/cricketers/craig-ervine-55412,st †Tucker b Simi Singh,9,12,1,0,75.00
Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Madhevere,https://www.espncricinfo.com/cricketers/wessly-madhevere-938959,c Delany b Little,22,19,4,0,115.78
Zimbabwe Vs Ireland,Zimbabwe,4,Sean Williams,https://www.espncricinfo.com/cricketers/sean-williams-55870,c Tector b Simi Singh,12,11,0,1,109.09
Zimbabwe Vs Ireland,Zimbabwe,5,Sikandar Raza,https://www.espncricinfo.com/cricketers/sikandar-raza-299572,b Adair,82,48,5,5,170.83
Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumba,https://www.espncricinfo.com/cricketers/milton-shumba-951781,c Little b Adair,16,14,1,0,114.28
Zimbabwe Vs Ireland,Zimbabwe,7,Ryan Burl,https://www.espncricinfo.com/cricketers/ryan-burl-495964,c Adair b Little,1,4,0,0,25.00
Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe,https://www.espncricinfo.com/cricketers/luke-jongwe-541224,not out,20,10,3,0,200.00
Zimbabwe Vs Ireland,Ireland,1,Paul Stirling,https://www.espncricinfo.com/cricketers/paul-stirling-303427,b Ngarava,0,2,0,0,0.00
Zimbabwe Vs Ireland,Ireland,2,Andy Balbirnie (c),https://www.espncricinfo.com/cricketers/andy-balbirnie-303423,c Ervine b Muzarabani,3,4,0,0,75.00
Zimbabwe Vs Ireland,Ireland,3,Lorcan Tucker †,https://www.espncricinfo.com/cricketers/lorcan-tucker-928057,b Ngarava,11,11,2,0,100.00
Zimbabwe Vs Ireland,Ireland,4,Harry Tector,https://www.espncricinfo.com/cricketers/harry-tector-961407,c Ervine b Muzarabani,1,4,0,0,25.00
Zimbabwe Vs Ireland,Ireland,5,Curtis Campher,https://www.espncricinfo.com/cricketers/curtis-campher-595921,b Williams,27,22,1,0,122.72
Zimbabwe Vs Ireland,Ireland,6,George Dockrell,https://www.espncricinfo.com/cricketers/george-dockrell-348034,b Sikandar Raza,24,20,3,0,120.00
Zimbabwe Vs Ireland,Ireland,7,Gareth Delany,https://www.espncricinfo.com/cricketers/gareth-delany-1099379,c Shumba b Chatara,24,20,1,1,120.00
Zimbabwe Vs Ireland,Ireland,8,Mark Adair,https://www.espncricinfo.com/cricketers/mark-adair-526441,c Sikandar Raza b Muzarabani,9,10,0,1,90.00
Zimbabwe Vs Ireland,Ireland,9,Simi Singh,https://www.espncricinfo.com/cricketers/simi-singh-1005257,b Chatara,0,1,0,0,0.00
Zimbabwe Vs Ireland,Ireland,10,Barry McCarthy,https://www.espncricinfo.com/cricketers/barry-mccarthy-348059,not out,22,16,1,2,137.50
